"","exposure","id.exposure","outcome","prs_beta","prs_se","prs_pval","prs_Qpval_revmrout","remove","revmr_nsnp","revmr_beta","revmr_se","revmr_pval","revmr_Qpval_revmrout"
"54","Multiple sclerosis","ieu-b-18","AGER",-0.0291059901944548,0.00532514901303025,4.64196136558449e-08,0.0641290973389223,TRUE,26,-0.044785848651385,0.0160454726682038,0.00525157902746076,0.0394776031202293
"55","Multiple sclerosis","ieu-b-18","LY96",-0.0287410766550005,0.00530870646379104,6.20713668899059e-08,0.00696973810313414,TRUE,26,-0.00848807956361266,0.019881074115044,0.669421059660664,0.331969574506857
"56","Multiple sclerosis","ieu-b-18","TCL1A",-0.0280457824501616,0.00520160643398462,7.02444552463952e-08,0.0216493554412685,TRUE,26,-0.0196458671452447,0.0151653793003002,0.195167846090474,0.199405012188286
"57","Multiple sclerosis","ieu-b-18","CDCP1",-0.0253356773231484,0.00472160239710263,8.10766025855495e-08,0.324542389104909,FALSE,26,-0.0367383319365727,0.0105674940876454,0.000507925579822001,1
"58","Multiple sclerosis","ieu-b-18","BGN",0.0264032230164845,0.00492283072536933,8.22096223804775e-08,0.235019617636631,FALSE,26,0.0412608391825302,0.0133105995962386,0.00193619798325206,0.91226236758294
"59","Multiple sclerosis","ieu-b-18","FABP6",-0.0289702004447585,0.00544886147119178,1.06324525390886e-07,0.00515830269077527,TRUE,26,-0.029054762729921,0.0196841915726744,0.139931673420728,0.0987639816520915
"60","Multiple sclerosis","ieu-b-18","LRRC25",-0.0278423127396515,0.00529921405851716,1.49701290316376e-07,0.213901293306932,TRUE,26,-0.0344990515487167,0.0116676736763004,0.00310843278485198,0.170752807543746
"61","Multiple sclerosis","ieu-b-18","TNFRSF4",-0.0271633641437605,0.00524264357672187,2.21678767474742e-07,0.0187258250380774,FALSE,26,-0.0661996329587348,0.0165890281405992,6.59154459101799e-05,0.777046537573173
"62","Multiple sclerosis","ieu-b-18","TNF",-0.0274780382408809,0.00536391919359446,3.02816279138051e-07,8.69002345612033e-08,FALSE,104,-0.0477997780244661,0.0052966701929556,1.80524714301277e-19,1
"63","Multiple sclerosis","ieu-b-18","CNTN5",0.0254463890967584,0.00499403586014628,3.49950074500416e-07,0.0457314865943242,TRUE,26,0.031577359618847,0.0116850681224556,0.00688474188909023,0.0549714185539702
"64","Multiple sclerosis","ieu-b-18","IL7R",0.0267466189034412,0.00528959682615125,4.29346722459783e-07,0.0541998507269205,TRUE,26,0.0442980645425591,0.0137561930368934,0.00128089116708209,0.0205493587171817
"65","Multiple sclerosis","ieu-b-18","NRP2",-0.0261367774892603,0.00522518145375731,5.69988798538589e-07,0.108835314154367,FALSE,26,-0.0555721555840464,0.0135950825373857,4.35735022000398e-05,0.644905583907643
"66","Multiple sclerosis","ieu-b-18","AGR3",0.0270584829859553,0.00542901343596636,6.25821870176927e-07,0.145457405231604,TRUE,26,0.04108068786329,0.0138902630271739,0.00310127732593691,0.0685588429220606
"67","Multiple sclerosis","ieu-b-18","BAMBI",0.0267862637041143,0.00540931454609081,7.38635535380647e-07,0.0183582862370724,TRUE,26,0.0253410679461671,0.0156564850794589,0.105540489615531,0.103492288915671
"68","Multiple sclerosis","ieu-b-18","CD79B",-0.026038402084054,0.00526167737359194,7.507110766481e-07,0.849360086407063,FALSE,26,-0.0281657376568121,0.00988748116689028,0.00439084387871384,1
"69","Multiple sclerosis","ieu-b-18","CD302",-0.0250309789631967,0.00511099642482242,9.75268594690324e-07,0.576843617030937,FALSE,26,-0.0355982142527702,0.016309781113657,0.0290630835763358,0.380218473919335
"70","Multiple sclerosis","ieu-b-18","ADAMTS13",0.0257152761181871,0.00529104578620689,1.17816665110049e-06,0.821969322329304,FALSE,26,0.0331773354980646,0.0147785107806519,0.0247699623015106,0.837013358157607
"71","Multiple sclerosis","ieu-b-18","FCRL5",-0.0249571836602451,0.00518520378032031,1.492079165826e-06,0.174706847460302,FALSE,26,-0.0211532922757289,0.0197712955106846,0.284664705421114,0.398303298135042
"72","Multiple sclerosis","ieu-b-18","CPXM1",0.0250390977964035,0.00521298681973182,1.56804947836779e-06,0.0560640477453218,TRUE,26,0.0350507126099827,0.0153201590417496,0.0221444071168764,0.0640410041673798
"73","Multiple sclerosis","ieu-b-18","HBEGF",-0.0241926862230787,0.00505073868430703,1.67543698079716e-06,0.951019975061641,FALSE,26,-0.0249944367167749,0.0120354782518411,0.0378265016951924,1
"74","Multiple sclerosis","ieu-b-18","ATP6V1D",-0.0259232506603549,0.00543778054905065,1.8754113307932e-06,0.0518898366971388,FALSE,26,-0.0497497035655419,0.0109837530374303,5.9154160291471e-06,1
"75","Multiple sclerosis","ieu-b-18","CAPG",-0.0248029421812413,0.00521031411304387,1.94062535881049e-06,0.289724999411108,TRUE,26,-0.0423902621912494,0.00979715096169741,1.51294761063373e-05,0.0333630680575348
"76","Parkinson’s disease","ieu-b-7","TXNDC15",-0.029134455938925,0.00541113047291914,7.32626220279601e-08,0.00392578362732822,TRUE,23,-0.00191697360419414,0.0141845999873521,0.892497463592524,0.506769719400402
"77","Parkinson’s disease","ieu-b-7","BST1",0.0277225819291769,0.00536300370550549,2.36390046289457e-07,0.343124708857699,FALSE,23,0.0835286279636528,0.130601454882572,0.522452911080191,0.599041679618621
"78","Schizophrenia","ieu-b-42","BTN3A2",0.159251739376138,0.0052313894500564,8.19779465221007e-201,4.17053313263999e-35,TRUE,79,0.110170099672297,0.0595559579704509,0.0643339354970143,0.090174582469395
"79","Schizophrenia","ieu-b-42","MICB_MICA",-0.122320031279348,0.00541817088021622,5.08062308361258e-112,2.1913483303523e-42,TRUE,79,-0.0285194971034749,0.0257703034544952,0.268432008721566,0.48322077567732
"80","Schizophrenia","ieu-b-42","BTN2A1",-0.0958884534969604,0.00529727921934885,6.85064753954698e-73,8.94887356083198e-15,TRUE,79,-0.0631570104766874,0.0371158126586915,0.0888266190782387,0.0755671344320527
"81","Schizophrenia","ieu-b-42","CPVL",-0.0784656737824007,0.00542370826609066,2.70199616580706e-47,2.59309940053155e-11,TRUE,79,-0.0498236969604048,0.0274643228095927,0.069658582419152,0.077949553645048
"82","Schizophrenia","ieu-b-42","CDSN",-0.0718973576328897,0.00539724196219547,2.20270131741415e-40,0.000261492892626305,FALSE,79,-0.0666582054135478,0.025541800842435,0.0090603325108169,0.133076874136041
"83","Schizophrenia","ieu-b-42","KIR2DL3",-0.0592797420794637,0.00547649424970483,2.9319977144406e-27,0.000513986164823535,TRUE,79,-0.0327423389497789,0.0178360809253623,0.0663966852319872,0.341155808491103
"84","Schizophrenia","ieu-b-42","ICAM3",0.0472452193478146,0.00534767948069022,1.05042296387054e-18,0.00426021745036646,TRUE,79,0.0390407703248581,0.0182004368230222,0.0319491863329416,0.151749374964843
"85","Schizophrenia","ieu-b-42","RNASET2",-0.0441398014010088,0.00523197772633,3.39589438034589e-17,0.00163796397716271,TRUE,79,-0.020822335825419,0.0214373714445685,0.331393870931975,0.450572582209621
"86","Schizophrenia","ieu-b-42","CD74",-0.0422589517964424,0.00515344499204214,2.48446755390944e-16,0.00138343566082312,TRUE,79,-0.00817283082680903,0.0162401741898116,0.61479010962266,0.532090624667891
"87","Schizophrenia","ieu-b-42","TNFRSF4",-0.0406309355044573,0.00528310720490063,1.50236995503625e-14,0.00649858393733084,TRUE,79,-0.0207057913684446,0.0163015223582248,0.204022186977165,0.344037046829927
"88","Schizophrenia","ieu-b-42","C2",-0.0406064841458525,0.0053177413962395,2.2989478820463e-14,1.159331734355e-06,FALSE,79,0.00289059016008225,0.0183864179247687,0.875076715772734,0.301371059002208
"89","Schizophrenia","ieu-b-42","LTA",-0.0380987263431681,0.00529781054101135,6.54596141486993e-13,0.031853033640263,TRUE,79,-0.0334029176743979,0.0147836184029323,0.0238551084361904,0.267975617233391
"90","Schizophrenia","ieu-b-42","CD1C",-0.0370345812093642,0.00526483115041903,2.04011260478838e-12,0.103104722696391,FALSE,79,-0.0271436062230615,0.0200738486228334,0.176315356747744,0.572740572551638
"91","Schizophrenia","ieu-b-42","CD302",-0.0344894476970972,0.0051538197021875,2.23573823225186e-11,0.123680836667984,FALSE,79,-0.0279269082695762,0.0160042201576825,0.0809898277164344,0.505652215272668
"92","Schizophrenia","ieu-b-42","IL2RA",-0.0348648665171511,0.00530344358643933,4.96986949410071e-11,0.00702938699994504,TRUE,79,-0.00627539436978215,0.0170235336251182,0.71240312969363,0.65808942237411
"93","Schizophrenia","ieu-b-42","IL5RA",0.035215732990306,0.00536067130612232,5.12957759500079e-11,0.00407646195625451,TRUE,79,0.0109834063201304,0.0153080301861128,0.47306988085176,0.543497894548992
"94","Schizophrenia","ieu-b-42","SLAMF7",0.0355959696965523,0.00546060608936799,7.19273812861783e-11,0.00155847823132512,TRUE,79,0.0139477834836063,0.0144393016114243,0.334064346038805,0.279735771296107
"95","Schizophrenia","ieu-b-42","TNFRSF8",-0.0346246287272117,0.0053383273441927,8.93245156273192e-11,0.0431041332313144,TRUE,79,-0.0196329012463975,0.0136000417017793,0.148853986732379,0.491242179237187
"96","Schizophrenia","ieu-b-42","OSM",-0.0270639268195848,0.00427369254539282,2.43984267122559e-10,0.0944624001625038,FALSE,79,-0.021360654925159,0.0146958095979664,0.146079397620012,0.377715128165688
"97","Schizophrenia","ieu-b-42","TNFRSF9",-0.0314511669624504,0.00522046057865694,1.71294617298274e-09,0.0838524279731141,FALSE,79,-0.0171353749805371,0.0139407346323971,0.219012317643281,0.65024825556211
"98","Schizophrenia","ieu-b-42","MMP9",-0.0260400976894573,0.00434890078473873,2.14922386307649e-09,0.152357853305701,FALSE,79,-0.0158473617558043,0.0148232022690232,0.285028374294623,0.584874993398977
"99","Schizophrenia","ieu-b-42","B4GAT1",0.0306395899714832,0.00528065250452256,6.601964321568e-09,0.890400269080276,FALSE,79,0.0392550289445217,0.0149737958733167,0.00875227865668411,0.747746963159309
"100","Schizophrenia","ieu-b-42","CSF1",-0.0304757695426146,0.00531171718147483,9.69237798108651e-09,0.0411653617417227,TRUE,79,-0.0107518397791775,0.0139287120428351,0.440162305177674,0.605010278659547
"101","Schizophrenia","ieu-b-42","SIGLEC6",-0.0304462356032714,0.00534658355311301,1.2473625193609e-08,0.000217772104958161,TRUE,79,0.00983447269823247,0.0169188276681878,0.561055877969968,0.778954515741282
"102","Schizophrenia","ieu-b-42","AOC3",0.0294526171944093,0.00518709435008135,1.37345577644758e-08,0.724001185841163,FALSE,79,0.0299559791889907,0.0145504840370309,0.039517072746643,0.786054720778481
"103","Schizophrenia","ieu-b-42","SLC39A5",-0.0297053048262375,0.00523773590256244,1.4279191486502e-08,0.97715780570253,FALSE,79,-0.0489503053941432,0.0145589304082515,0.000773189112148632,0.31249755089843
"104","Schizophrenia","ieu-b-42","IL12A_IL12B",-0.0296887253117432,0.00533754010201475,2.68347247269256e-08,0.479902549320523,TRUE,79,-0.0376496527489782,0.013672957931106,0.00589464494676559,0.343626754677811
"105","Schizophrenia","ieu-b-42","AGER",0.0295895223832998,0.00535868227145189,3.38039146943617e-08,0.265820167326436,FALSE,79,0.0306329492320142,0.0156991731806157,0.0510277866187162,0.401796294642457
"106","Schizophrenia","ieu-b-42","IL12B",-0.0288866601696926,0.00528133389218552,4.54278862877412e-08,0.623815807458178,TRUE,79,-0.0397058516984059,0.0137237800990691,0.00381319711519966,0.342090630970746
"107","Schizophrenia","ieu-b-42","PLA2G15",-0.0290915884828109,0.00536100299429517,5.78571515788978e-08,0.0497776587233536,TRUE,79,-0.00793554146249005,0.0158776249897399,0.617220146552797,0.738634793652849
"108","Schizophrenia","ieu-b-42","CTSZ",-0.0287167753739211,0.00530048962677298,6.07633377460808e-08,0.129448180842107,FALSE,79,-0.0036409481938515,0.0182748551601413,0.842080744419452,0.890787326036339
"109","Schizophrenia","ieu-b-42","ADM",-0.0266624654062899,0.00495879266293861,7.63177349667531e-08,0.231745726082375,FALSE,79,-0.0213035984989948,0.0148782431408797,0.152183174625959,0.590664414061706
"110","Schizophrenia","ieu-b-42","MLN",-0.027088499995681,0.00514350648703997,1.39868620983266e-07,0.660182914673798,FALSE,79,-0.0165805157497238,0.0134528983886144,0.217767403720785,0.803005049173271
"111","Schizophrenia","ieu-b-42","GHRL",0.0270999671426042,0.00521830517740344,2.07850565964818e-07,0.274311467880452,FALSE,79,0.0114909934912428,0.0132906779730515,0.38726360603358,1
"112","Schizophrenia","ieu-b-42","GZMA",0.0269466539279521,0.00525905527621169,3.00977099946125e-07,0.127173349204026,TRUE,79,0.0340469612935484,0.0169877184469782,0.0450475313349243,0.184603756696358
"113","Schizophrenia","ieu-b-42","C1QA",-0.0271908988624039,0.00533244788049669,3.43031226394805e-07,0.793204130846565,FALSE,79,-0.0306250656142686,0.011965464484793,0.0104836485335209,1
"114","Schizophrenia","ieu-b-42","IGFBP3",0.0263775552014766,0.00521972267444807,4.3617563420931e-07,0.62287188880634,FALSE,79,0.0188839747726175,0.0143156220462686,0.187130132196771,1
"115","Schizophrenia","ieu-b-42","CNTN3",-0.0251072571410422,0.00502503442249913,5.86909923411902e-07,0.0935183593687735,FALSE,79,0.00345745293459219,0.0138816651732129,0.803309610966578,0.730086616432273
"116","Schizophrenia","ieu-b-42","KLK14",0.0261445594065311,0.00531096774628456,8.573602569676e-07,0.124851783052812,FALSE,79,0.014739651855731,0.012896781208947,0.253082668634144,0.59723267710875
"117","Schizophrenia","ieu-b-42","DPEP1",0.0262496299159126,0.00535991853215509,9.75682655791157e-07,0.0418285935402344,TRUE,79,0.00599522112828693,0.0117148260994817,0.608816495275952,0.85207953051599
"118","Schizophrenia","ieu-b-42","FABP4",-0.024135336527927,0.00492946254595745,9.8183307912343e-07,0.383652307228616,FALSE,79,-0.00720421224920376,0.0142469900076889,0.613091445964759,0.830010833781373
"119","Schizophrenia","ieu-b-42","IGF2R",-0.0257939300375141,0.00532703604819913,1.29054989901866e-06,0.046111560561877,TRUE,79,-0.010502395787989,0.0139590120348954,0.451826260933812,0.59059675917322
"120","Schizophrenia","ieu-b-42","IL15",-0.0255064942827064,0.00533858253663905,1.77999841478741e-06,0.573962658338416,TRUE,79,-0.0342865150032311,0.0140375639634509,0.0145866060489219,0.381766274134327
"121","Schizophrenia","ieu-b-42","LEP",-0.0215054202847416,0.00454951611306345,2.28814327474951e-06,0.627287020117578,FALSE,79,-0.0147657941490103,0.0131136625436917,0.260171648076335,1
"122","Stroke","ebi-a-GCST005838","BST2",0.0304533092518204,0.00538309401214289,1.55082602543061e-08,0.675949166688008,FALSE,17,0.0551008832801337,0.0501164270199949,0.271568547073487,0.517291092747757
"123","Stroke","ebi-a-GCST005838","HGF",0.0259945990408549,0.00460070356454535,1.61598543320135e-08,0.242113553084968,FALSE,17,0.0632869845647566,0.0758734886278676,0.404217894278305,0.329901796277753
"124","Stroke","ebi-a-GCST005838","FURIN",0.0294647734590659,0.00521975517555299,1.66638820276545e-08,0.586789524800547,FALSE,17,-0.00065727495528859,0.0551765881376309,0.990495658499855,1
"125","Stroke","ebi-a-GCST005838","CXCL10",0.0292567904997135,0.00520063605007536,1.86303071386152e-08,0.269179957319724,FALSE,17,0.131471533746576,0.123514474667572,0.287137536747109,0.259287502838491
"126","Stroke","ebi-a-GCST005838","ADH4",0.0288002712293569,0.00524843339867789,4.10870454891623e-08,0.307686954010556,FALSE,17,0.0699707737444437,0.0400170633173745,0.0803734280681804,1
"127","Stroke","ebi-a-GCST005838","CCL21",0.0290138802333782,0.00537443802805318,6.76528330933587e-08,0.683827838655414,FALSE,17,0.0801534413422143,0.102594327536854,0.434646169189984,0.535023820476657
"128","Stroke","ebi-a-GCST005838","MSR1",0.0275082016693295,0.0051305712302523,8.30122552728483e-08,0.00459304081912661,FALSE,17,-0.0257252049987763,0.0456625682266349,0.573178727745355,0.453515331729427
"129","Stroke","ebi-a-GCST005838","TNF",0.0287404308085171,0.00542743964972315,1.19519997276895e-07,0.279962610003183,TRUE,68,0.136377190110184,0.0610487665444742,0.0254892756968042,0.0284551159458383
"130","Stroke","ebi-a-GCST005838","PLAT",0.0262429110519657,0.00496176656194391,1.2372819789271e-07,0.00165861381488298,FALSE,17,-0.089413419574397,0.0364337124050773,0.0141222111182642,1
"131","Stroke","ebi-a-GCST005838","MPO",0.0270407756421323,0.00514447908101939,1.47899162657081e-07,0.643137563115585,FALSE,17,0.0898024201798967,0.0521319776901758,0.0849613174891273,0.519593859293349
"132","Stroke","ebi-a-GCST005838","PRSS8",0.0258843575555259,0.00495021477487959,1.71509440779315e-07,0.607311292427903,FALSE,17,0.0430985512113491,0.0331283747731559,0.193273585431975,1
